dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
1.1e-05,2,0,1,2,0,496,0,90909.0902,254,0,180363632.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,248,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0
8e-06,2,0,1,2,0,1762,0,125000.0003,254,0,881000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,881,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0
5e-06,2,0,1,2,0,1068,0,200000.0051,254,0,854400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,534,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,0,0
6e-06,2,0,1,2,0,900,0,166666.6608,254,0,600000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,450,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,0,0
1e-05,2,0,1,2,0,2126,0,100000.0025,254,0,850400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1063,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,0,0
3e-06,2,0,1,2,0,784,0,333333.3215,254,0,1045333312.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,392,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,0,0
6e-06,2,0,1,2,0,1960,0,166666.6608,254,0,1306666624.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,980,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,0,0
2.8000000000000003e-05,2,0,1,2,0,1384,0,35714.28522,254,0,197714288.0,0.0,0,0,0.027999999999999997,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,692,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,0,0
0.0,0,0,1,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.687999999995,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
0.0,0,0,1,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.712,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
0.0,0,0,1,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.687999999995,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
0.0,0,0,1,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.712,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
4e-06,2,0,1,2,0,1454,0,250000.0006,254,0,1454000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,727,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,0,0
7.000000000000001e-06,2,0,1,2,0,2062,0,142857.1409,254,0,1178285696.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1031,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,0,0
1.1e-05,2,0,1,2,0,2040,0,90909.0902,254,0,741818176.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1020,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,0,0
4e-06,2,0,1,2,0,1052,0,250000.0006,254,0,1052000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,526,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,0,0
3e-06,2,0,1,2,0,314,0,333333.3215,254,0,418666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,157,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0
1e-05,2,0,1,2,0,1774,0,100000.0025,254,0,709600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,887,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0
2e-06,2,0,1,2,0,1568,0,500000.0013,254,0,3136000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,784,0,0,0,3,2,1,1,1,2,0,0,0,1,2,0,0,0
4e-06,2,0,1,2,0,2054,0,250000.0006,254,0,2054000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1027,0,0,0,3,2,1,1,1,2,0,0,0,2,2,0,0,0
1e-05,2,0,1,2,0,2170,0,100000.0025,254,0,868000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1085,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0
9e-06,2,0,1,2,0,202,0,111111.1072,254,0,89777776.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,101,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0
1e-05,2,0,1,2,0,1334,0,100000.0025,254,0,533600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,667,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,0,0
5e-06,2,0,1,2,0,2058,0,200000.0051,254,0,1646400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1029,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,0,0
3e-06,2,0,1,2,0,286,0,333333.3215,254,0,381333312.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,143,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,0,0
7.000000000000001e-06,2,0,1,2,0,1500,0,142857.1409,254,0,857142848.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,750,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,0,0
6e-06,2,0,1,2,0,902,0,166666.6608,254,0,601333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,451,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,0,0
2e-06,2,0,1,2,0,1626,0,500000.0013,254,0,3252000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,813,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,0,0
7.000000000000001e-06,2,0,1,2,0,364,0,142857.1409,254,0,208000000.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,182,0,0,0,3,2,1,1,1,1,0,0,0,2,2,0,0,0
1.434166,1,0,0,10,6,530,268,10.459041000000001,254,252,2660.780029,1249.506714,2,1,151.243111,270.88681299999996,10042.8699,468.508156,255,1640845588,177111456,255,0.14896600000000002,0.079731,0.069235,53,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0,0
7.000000000000001e-06,2,0,1,2,0,730,0,142857.1409,254,0,417142848.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,365,0,0,0,2,2,1,1,1,2,0,0,0,2,2,0,0,0
1.9242869999999999,1,0,0,10,8,530,354,8.834441,254,252,1983.0722660000001,1288.7890619999998,2,1,213.73877799999997,261.252,13125.11139,399.40515600000003,255,2214319888,3374287000,255,0.185096,0.095516,0.08957999999999999,53,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0,0
2.773779,1,0,0,14,8,7954,354,7.570899000000001,254,252,21302.3457,894.0870970000001,4,1,213.36761099999998,381.293437,18158.22943,788.701375,255,3374744735,1063429159,255,0.144772,0.07774400000000001,0.06702799999999999,568,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0
1e-05,2,0,1,2,0,794,0,100000.0025,254,0,317600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,397,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0,0
1.465041,1,0,0,10,8,2516,354,11.603769999999999,254,252,12368.25391,1692.7854,2,1,157.703444,195.494719,8764.724091,346.639313,255,783227300,772078300,255,0.221146,0.09657,0.12457599999999999,252,44,0,0,4,1,2,1,1,3,0,0,0,2,2,0,0,0
0.983874,1,1,0,10,8,816,1172,17.278635,62,252,5976.375,8342.53125,2,2,109.31933300000001,124.93285900000001,5929.211713000001,192.590406,255,794167371,1624757001,255,0.20657199999999998,0.108393,0.098179,82,147,1,184,2,1,1,1,1,2,0,0,1,1,3,0,0,0
0.714182,1,0,0,10,6,534,268,21.003049,254,252,5387.982422,2509.164307,2,1,79.35355600000001,120.19139799999999,4013.3921960000002,218.658469,255,3802396535,2514907206,255,0.162097,0.07990900000000001,0.082188,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,0,0
59.995674,0,0,1,2,0,92,0,0.016668000000000002,0,0,6.133776,0.0,0,0,59998.195999999996,0.0,13.651470999999999,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
59.995678000000005,0,0,1,2,0,92,0,0.016668000000000002,0,0,6.133775,0.0,0,0,59998.2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
59.995674,0,0,1,2,0,92,0,0.016668000000000002,0,0,6.133776,0.0,0,0,59998.195999999996,0.0,13.651470999999999,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
1.5352540000000001,1,1,0,10,10,826,1266,12.375802,62,252,3876.882812,5940.385254,2,2,170.481889,159.07056200000002,11933.0656,244.118016,255,708428911,3141441573,255,0.180318,0.103612,0.076706,83,127,1,187,2,1,1,1,1,2,0,0,1,1,3,0,0,0
59.995678000000005,0,0,1,2,0,92,0,0.016668000000000002,0,0,6.133775,0.0,0,0,59998.2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0,0
0.7572949999999999,1,0,0,10,6,534,268,19.80734,254,252,5081.243164,2366.316895,2,1,84.023333,123.799203,4064.8368630000004,186.48781200000002,255,1416292821,1856664256,255,0.22689499999999999,0.138291,0.088604,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0,0
0.759306,1,0,0,10,8,534,354,22.388865,254,252,5067.785645,3266.1403809999997,2,1,84.242667,98.501711,4716.886723,140.050609,255,2545019062,3292860217,255,0.172317,0.06979099999999999,0.102526,53,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,0,0
1.294036,1,0,0,10,8,2516,354,13.137192,254,252,14002.701169999998,1916.484497,2,1,143.781778,173.331141,9390.189726999999,257.271375,255,1381018516,1985881197,255,0.13536099999999998,0.079802,0.055559000000000004,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,0,0
1.059359,1,1,0,10,8,830,1134,16.047441,62,252,5641.147461,7498.874512,2,2,117.706556,132.899281,6102.668305,255.756219,255,1853677305,1202418679,255,0.274887,0.128459,0.146428,83,142,1,165,1,1,1,1,1,1,0,0,1,3,1,0,0,0
0.6240479999999999,1,0,0,10,6,534,268,24.036613,254,252,6166.192383,2871.573975,2,1,69.229667,106.834797,3412.8563090000002,145.655875,255,2425182602,2706975732,255,0.221323,0.089865,0.131458,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,0,0
1.190292,1,0,0,10,8,2516,354,14.282210000000001,254,252,15223.15527,2083.522461,2,1,132.107111,154.911719,8972.551926,220.42318799999998,255,3033763933,3509078729,255,0.19528399999999999,0.105903,0.08938099999999999,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,0,0
0.9994719999999999,1,0,0,10,6,534,268,15.007924,254,252,3850.032715,1792.946655,2,1,110.960333,178.405406,6141.458662,306.944813,255,2868770840,4280658180,255,0.266426,0.107439,0.158987,53,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,0,0
0.990548,1,1,0,10,10,804,1414,19.181301,62,252,5847.268066,10281.17773,2,2,110.06088899999999,100.616555,7172.956819,143.497953,255,1528762476,1066585482,255,0.18144100000000002,0.084249,0.097192,80,141,1,261,2,1,18,1,1,2,0,0,1,1,2,0,0,0
0.655618,1,0,0,10,6,534,268,22.879176,254,252,5869.271484000001,2733.298828,2,1,69.32600000000001,107.04700000000001,3518.358106,160.930422,255,740536776,1008520884,255,0.199328,0.120374,0.078954,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0,0
0.810167,1,0,0,10,8,2516,354,20.983328,254,252,22365.75781,3061.097168,2,1,83.94622199999999,98.96643,5467.042547,158.574391,255,811780886,2226389848,255,0.21379,0.117396,0.09639400000000001,252,44,0,0,17,1,1,1,1,3,0,0,0,1,3,0,0,0
14.846565,1,0,2,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.3981869999999,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,0,0
14.846565,1,0,2,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.3981869999999,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,0,0
14.846565,1,0,2,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.3981869999999,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,0,0
1.5887879999999999,1,0,0,10,6,534,268,9.441158999999999,254,252,2421.971924,1127.903809,2,1,173.19299999999998,301.393594,11388.448409999999,541.030062,255,3086844008,3257523641,255,0.153274,0.081819,0.07145499999999999,53,45,0,0,2,1,1,1,1,2,0,0,0,2,2,0,0,0
1.151373,1,0,0,10,8,2516,354,14.76498,254,252,15737.73145,2153.949951,2,1,123.646778,144.751719,8172.131490000001,198.059172,255,531787453,1249086836,255,0.24447,0.13810999999999998,0.10636,252,44,0,0,17,1,1,1,1,3,0,0,0,10,3,0,0,0
14.355273,1,0,2,20,0,900,0,1.323555,254,0,476.47995,0.0,19,0,755.540687,0.0,1095.4585,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
14.355273,1,0,2,20,0,900,0,1.323555,254,0,476.47995,0.0,19,0,755.540687,0.0,1095.4585,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
14.355273,1,0,2,20,0,900,0,1.323555,254,0,476.47995,0.0,19,0,755.540687,0.0,1095.4585,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
15.53235,1,0,2,20,0,900,0,1.2232530000000001,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
15.590976999999999,1,0,2,20,0,900,0,1.2186540000000001,254,0,438.71530199999995,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
15.53235,1,0,2,20,0,900,0,1.2232530000000001,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
15.53235,1,0,2,20,0,900,0,1.2232530000000001,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
15.590976999999999,1,0,2,20,0,900,0,1.2186540000000001,254,0,438.71530199999995,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
15.590976999999999,1,0,2,20,0,900,0,1.2186540000000001,254,0,438.71530199999995,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,0,0
1.074494,1,0,0,10,8,2516,354,15.821401000000002,254,252,16863.75195,2308.063232,2,1,119.388222,135.148,7733.705204000001,189.958375,255,2795605829,1134397635,255,0.22157,0.127886,0.093684,252,44,0,0,17,1,1,1,1,3,0,0,0,3,3,0,0,0
15.979695999999999,1,0,2,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,2,1,1,14,0,0,0,3,15,0,0,0
15.226356,1,0,2,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,2,1,1,14,0,0,0,3,15,0,0,0
15.979695999999999,1,0,2,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,0,0
15.226356,1,0,2,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,0,0
15.979695999999999,1,0,2,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,0,0
1.303518,1,1,0,12,8,898,1120,14.575939000000002,62,252,5057.083984000001,6014.492676,2,2,118.50163500000001,175.467,6491.561713,252.40832799999998,255,1182907296,802589817,255,0.140062,0.07451,0.065552,75,140,1,157,1,1,1,1,1,1,0,0,1,2,1,0,0,0
15.226356,1,0,2,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,0,0
15.374568,1,0,2,16,0,720,0,0.9756370000000001,254,0,351.22937,0.0,15,0,1024.971188,0.0,1831.659375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,0,0
15.374568,1,0,2,16,0,720,0,0.9756370000000001,254,0,351.22937,0.0,15,0,1024.971188,0.0,1831.659375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,0,0
15.374568,1,0,2,16,0,720,0,0.9756370000000001,254,0,351.22937,0.0,15,0,1024.971188,0.0,1831.659375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,0,0
0.582389,1,0,0,10,6,534,268,25.755981,254,252,6607.267578,3076.981201,2,1,64.69977800000001,96.684398,3507.0931490000003,155.98101599999998,255,4226419251,1222508038,255,0.178731,0.098958,0.079773,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0,0
16.448053,1,0,2,14,0,630,0,0.790367,254,0,284.532166,0.0,13,0,1265.234875,0.0,2435.79,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
16.76671,1,0,2,14,0,630,0,0.775346,254,0,279.12451200000004,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
16.76671,1,0,2,14,0,630,0,0.775346,254,0,279.12451200000004,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
15.40279,1,0,2,14,0,630,0,0.8440030000000001,254,0,303.841064,0.0,13,0,1184.83,0.0,2188.4775,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
16.448053,1,0,2,14,0,630,0,0.790367,254,0,284.532166,0.0,13,0,1265.234875,0.0,2435.79,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
2.462774,1,0,0,10,8,2516,354,6.902785000000001,254,252,7357.556640999999,1006.994507,2,1,273.641556,328.57671899999997,17425.54618,481.34584400000006,255,3840327893,3548556327,255,0.2792,0.162075,0.117125,252,44,0,0,18,1,1,1,1,1,0,0,0,10,1,0,0,0
1.047169,1,0,0,10,8,534,354,16.234247,254,252,3674.669678,2368.290283,2,1,116.35211100000001,132.691281,7064.833854,172.447047,255,3922662296,186468384,255,0.171522,0.11764000000000001,0.053882000000000006,53,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,0,0
16.76671,1,0,2,14,0,630,0,0.775346,254,0,279.12451200000004,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
16.448053,1,0,2,14,0,630,0,0.790367,254,0,284.532166,0.0,13,0,1265.234875,0.0,2435.79,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
15.40279,1,0,2,14,0,630,0,0.8440030000000001,254,0,303.841064,0.0,13,0,1184.83,0.0,2188.4775,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
15.40279,1,0,2,14,0,630,0,0.8440030000000001,254,0,303.841064,0.0,13,0,1184.83,0.0,2188.4775,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,0,0
2.417396,1,1,0,12,10,896,1142,8.687033,62,252,2720.282471,3402.007568,2,2,219.671639,251.911219,13318.12168,368.903437,255,1647371567,938705912,255,0.301504,0.150194,0.15131,75,114,1,126,1,1,2,1,1,1,0,0,1,1,1,0,0,0
16.044233,1,0,2,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.9590000000003,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,0,0
16.352577,1,0,2,12,0,540,0,0.6726770000000001,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,0,0
16.044233,1,0,2,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.9590000000003,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,2,1,1,17,0,0,0,1,17,0,0,0
16.352577,1,0,2,12,0,540,0,0.6726770000000001,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,0,0
16.352577,1,0,2,12,0,540,0,0.6726770000000001,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,0,0
16.044233,1,0,2,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.9590000000003,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,0,0
0.664512,1,0,0,10,6,534,268,22.572957000000002,254,252,5790.71582,2696.71582,2,1,69.994778,114.784602,3565.8536289999997,166.495,255,2600388172,623342715,255,0.148054,0.090584,0.05747000000000001,53,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,0,0
0.860208,1,0,0,10,6,534,268,17.437642999999998,254,252,4473.336914,2083.217041,2,1,95.47466700000001,156.240203,4650.146095,225.09407799999997,255,2537299422,4130059309,255,0.16717,0.07900499999999999,0.088165,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,0,0
15.102544,1,0,2,10,0,450,0,0.5959260000000001,254,0,214.53340099999997,0.0,9,0,1678.0605,0.0,3601.72875,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,3,11,0,0,0
1.9794450000000001,1,1,0,10,10,810,1228,9.59865,62,252,2946.280518,4469.939941,2,2,219.938333,211.908,14679.52685,514.389156,255,504743724,17824254,255,0.14109000000000002,0.071357,0.069733,81,123,1,168,2,1,1,1,1,2,0,0,1,1,2,0,0,0
